Date,Price
2013-09-26,2.1539
2013-09-25,2.1533
2013-09-24,2.1537
2013-09-23,2.1566
2013-09-19,2.1721
2013-09-18,2.1449
2013-09-17,2.1368
2013-09-16,2.1355
2013-09-13,2.1137
2013-09-12,2.1155
2013-09-11,2.1171
2013-09-10,2.115
2013-09-09,2.0982
2013-09-06,2.0829
2013-09-05,2.0839
2013-09-04,2.0767
2013-09-03,2.075
2013-09-02,2.0699
2013-08-30,2.059
2013-08-29,2.0601
2013-08-28,2.0512
2013-08-27,2.0619
2013-08-26,2.0814
2013-08-23,2.0762
2013-08-22,2.0698
2013-08-21,2.0708
2013-08-20,2.0748
2013-08-19,2.0859
2013-08-16,2.098
2013-08-15,2.0979
2013-08-13,2.1096
2013-08-12,2.1022
2013-08-09,2.1001
2013-08-08,2.095
2013-08-07,2.086
2013-08-06,2.0968
2013-08-05,2.1058
2013-08-02,2.1007
2013-08-01,2.0992
2013-07-31,2.0841
2013-07-30,2.0874
2013-07-29,2.0825
2013-07-26,2.0908
2013-07-25,2.0899
2013-07-24,2.0966
2013-07-23,2.0956
2013-07-22,2.0838
2013-07-19,2.0791
2013-07-18,2.0813
2013-07-17,2.0782
2013-07-16,2.0761
2013-07-15,2.0792
2013-07-12,2.0784
2013-07-11,2.0757
2013-07-10,2.0435
2013-07-09,2.04
2013-07-08,2.0274
2013-07-05,2.0357
2013-07-04,2.0311
2013-07-03,2.018
2013-07-02,2.0363
2013-06-28,2.0315
2013-06-27,2.0231
2013-06-26,2.0057
2013-06-25,1.9879
2013-06-24,1.9786
2013-06-21,2.0093
2013-06-20,2.0177
2013-06-19,2.0711
2013-06-18,2.0805
2013-06-17,2.0776
2013-06-14,2.0607
2013-06-13,2.0548
2013-06-11,2.0568
2013-06-10,2.0799
2013-06-07,2.0783
2013-06-06,2.0686
2013-06-05,2.0766
2013-06-04,2.096
2013-06-03,2.0934
2013-05-31,2.1008
2013-05-30,2.11
2013-05-29,2.1096
2013-05-28,2.1272
2013-05-27,2.1181
2013-05-24,2.1163
2013-05-23,2.1121
2013-05-22,2.1385
2013-05-21,2.1462
2013-05-20,2.1489
2013-05-16,2.1389
2013-05-15,2.1403
2013-05-14,2.1333
2013-05-13,2.1258
2013-05-10,2.1338
2013-05-09,2.1398
2013-05-08,2.1372
2013-05-07,2.1261
2013-05-06,2.1206
2013-05-03,2.1178
2013-05-02,2.1118
2013-04-30,2.109
2013-04-29,2.1022
2013-04-26,2.0937
2013-04-25,2.0938
2013-04-24,2.0865
2013-04-23,2.0753
2013-04-22,2.0703
2013-04-19,2.0648
2013-04-18,2.0491
2013-04-17,2.0576
2013-04-16,2.0643
2013-04-15,2.0603
2013-04-12,2.0772
2013-04-11,2.082
